Date,BlkCnt,PriceUSD,SplyCur,SplyCurRev,BTCPerBlock,S2F 30 Day,S2F 60 Day,S2F 90 Day,S2F 180 Day,S2F 365 Day,S2F 30 Day Price,S2F 60 Day Price,S2F 90 Day Price,S2F 180 Day Price,S2F 365 Day Price,,
7/19/09,70,,990000,-10000,50,,,,,,,,,,,,
7/20/09,70,,993500,-6500,50,,,,,,,,,,,,
7/21/09,82,,997600,-2400,50,,,,,,,,,,,,
7/22/09,60,,1000600,600,50,,,,,,,,,,,,
7/23/09,76,,1004400,4400,50,,,,,,,,,,,,
7/24/09,73,,1008050,8050,50,,,,,,,,,,,,
7/25/09,32,,1009650,9650,50,,,,,,,,,,,,
7/26/09,21,,1010700,10700,50,,,,,,,,,,,,
7/27/09,74,,1014400,14400,50,,,,,,,,,,,,
7/28/09,41,,1016450,16450,50,,,,,,,,,,,,
7/29/09,19,,1017400,17400,50,,,,,,,,,,,,
7/30/09,15,,1018150,18150,50,,,,,,,,,,,,
7/31/09,17,,1019000,19000,50,,,,,,,,,,,,
8/1/09,28,,1020400,20400,50,,,,,,,,,,,,
8/2/09,23,,1021550,21550,50,,,,,,,,,,,,
8/3/09,12,,1022150,22150,50,,,,,,,,,,,,
8/4/09,81,,1026200,26200,50,,,,,,,,,,,,
8/5/09,87,,1030550,30550,50,,,,,,,,,,,,
8/6/09,90,,1035050,35050,50,,,,,,,,,,,,
8/7/09,80,,1039050,39050,50,,,,,,,,,,,,
8/8/09,80,,1043050,43050,50,,,,,,,,,,,,
8/9/09,101,,1048100,48100,50,,,,,,,,,,,,
8/10/09,75,,1051850,51850,50,,,,,,,,,,,,
8/11/09,70,,1055350,55350,50,,,,,,,,,,,,
8/12/09,63,,1058500,58500,50,,,,,,,,,,,,
8/13/09,85,,1062750,62750,50,,,,,,,,,,,,
8/14/09,63,,1065900,65900,50,,,,,,,,,,,,
8/15/09,26,,1067200,67200,50,,,,,,,,,,,,
8/16/09,19,,1068150,68150,50,,,,,,,,,,,,
8/17/09,17,,1069000,69000,50,0.068742217,,,,,,,,,,,
8/18/09,10,,1069500,69500,50,0.071853192,,,,,,,,,,,
8/19/09,18,,1070400,70400,50,0.075244491,,,,,,,,,,,
8/20/09,22,,1071500,71500,50,0.079522494,,,,,,,,,,,
8/21/09,14,,1072200,72200,50,0.082880539,,,,,,,,,,,
8/22/09,7,,1072550,72550,50,0.087498367,,,,,,,,,,,
8/23/09,15,,1073300,73300,50,0.092331916,,,,,,,,,,,
8/24/09,15,,1074050,74050,50,0.094507785,,,,,,,,,,,
8/25/09,50,,1076550,76550,50,0.095547165,,,,,,,,,,,
8/26/09,48,,1078950,78950,50,0.10052736,,,,,,,,,,,
8/27/09,29,,1080400,80400,50,0.103334154,,,,,,,,,,,
8/28/09,75,,1084150,84150,50,0.103617054,,,,,,,,,,,
8/29/09,78,,1088050,88050,50,0.103533423,,,,,,,,,,,
8/30/09,97,,1092900,92900,50,0.103323632,,,,,,,,,,,
8/31/09,86,,1097200,97200,50,0.104023973,,,,,,,,,,,
9/1/09,78,,1101100,101100,50,0.104457436,,,,,,,,,,,
9/2/09,66,,1104400,104400,50,0.104326102,,,,,,,,,,,
9/3/09,61,,1107450,107450,50,0.108695469,,,,,,,,,,,
9/4/09,64,,1110650,110650,50,0.113539582,,,,,,,,,,,
9/5/09,76,,1114450,114450,50,0.118474173,,,,,,,,,,,
9/6/09,68,,1117850,117850,50,0.122922606,,,,,,,,,,,
9/7/09,78,,1121750,121750,50,0.127151834,,,,,,,,,,,
9/8/09,69,,1125200,125200,50,0.133468365,,,,,,,,,,,
9/9/09,54,,1127900,127900,50,0.138229175,,,,,,,,,,,
9/10/09,67,,1131250,131250,50,0.142130056,,,,,,,,,,,
9/11/09,67,,1134600,134600,50,0.145374687,,,,,,,,,,,
9/12/09,69,,1138050,138050,50,0.150684932,,,,,,,,,,,
9/13/09,75,,1141800,141800,50,0.153554605,,,,,,,,,,,
9/14/09,74,,1145500,145500,50,0.152731853,,,,,,,,,,,
9/15/09,44,,1147700,147700,50,0.152604978,,,,,,,,,,,
9/16/09,72,,1151300,151300,50,0.15110105,0.150917675,,,,,,,,,,
9/17/09,84,,1155500,155500,50,0.148614208,0.15445102,,,,,,,,,,
9/18/09,78,,1159400,159400,50,0.147206403,0.157942976,,,,,,,,,,
9/19/09,74,,1163100,163100,50,0.146348029,0.161999752,,,,,,,,,,
9/20/09,78,,1167000,167000,50,0.144789319,0.164976291,,,,,,,,,,
9/21/09,69,,1170450,170450,50,0.143101012,0.168739404,,,,,,,,,,
9/22/09,25,,1171700,171700,50,0.143417975,0.172469646,,,,,,,,,,
9/23/09,36,,1173500,173500,50,0.143391392,0.174064986,,,,,,,,,,
9/24/09,97,,1178350,178350,50,0.143997093,0.174875086,,,,,,,,,,
9/25/09,91,,1182900,182900,50,0.144616419,0.178431771,,,,,,,,,,
9/26/09,100,,1187900,187900,50,0.143663587,0.180155563,,,,,,,,,,
9/27/09,87,,1192250,192250,50,0.146173634,0.180742006,,,,,,,,,,
9/28/09,85,,1196500,196500,50,0.148922867,0.18111225,,,,,,,,,,
9/29/09,88,,1200900,200900,50,0.152891933,0.181553917,,,,,,,,,,
9/30/09,85,,1205150,205150,50,0.156198646,0.18253471,,,,,,,,,,
10/1/09,82,,1209250,209250,50,0.159025706,0.183256581,,,,,,,,,,
10/2/09,72,,1212850,212850,50,0.161314159,0.18347688,,,,,,,,,,
10/3/09,58,,1215750,215750,50,0.163738474,0.187105004,,,,,,,,,,
10/4/09,53,,1218400,218400,50,0.166595684,0.19111722,,,,,,,,,,
10/5/09,55,,1221150,221150,50,0.170353443,0.195343496,,,,,,,,,,
10/6/09,43,,1223300,223300,50,0.174048598,0.199223063,,,,,,,,,,
10/7/09,60,,1226300,226300,50,0.177905308,0.203001364,,,,,,,,,,
10/8/09,70,,1229800,229800,50,0.180570471,0.207899518,,,,,,,,,,
10/9/09,79,,1233750,233750,50,0.181505232,0.211240558,,,,,,,,,,
10/10/09,77,,1237600,237600,50,0.183627335,0.214307458,,,,,,,,,,
10/11/09,74,,1241300,241300,50,0.185875133,0.216989898,,,,,,,,,,
10/12/09,58,,1244200,244200,50,0.189083682,0.221231556,,,,,,,,,,
10/13/09,57,,1247050,247050,50,0.192926171,0.224184151,,,,,,,,,,
10/14/09,69,,1250500,250500,50,0.196086106,0.224648566,,,,,,,,,,
10/15/09,71,,1254050,254050,50,0.196340592,0.224645744,,,,,,,,,,
10/16/09,60,,1257050,257050,50,0.199786263,0.224699785,0.234271638,,,,,,,,,
10/17/09,57,,1259900,259900,50,0.204613447,0.224387015,0.237439539,,,,,,,,,
10/18/09,74,,1263600,263600,50,0.207924697,0.224283162,0.240641467,,,,,,,,,
10/19/09,112,,1269200,269200,50,0.208539372,0.223834369,0.244396473,,,,,,,,,
10/20/09,95,,1273950,273950,50,0.210532383,0.223211285,0.247116572,,,,,,,,,
10/21/09,80,,1277950,277950,50,0.212513539,0.222446012,0.25054146,,,,,,,,,
10/22/09,90,,1282450,282450,50,0.209616871,0.221994439,0.253809058,,,,,,,,,
10/23/09,89,,1286900,286900,50,0.207943756,0.221572205,0.255157676,,,,,,,,,
10/24/09,62,,1290000,290000,50,0.213485145,0.223336767,0.256021659,,,,,,,,,
10/25/09,76,,1293800,293800,50,0.217745223,0.224788878,0.259283592,,,,,,,,,
10/26/09,71,,1297350,297350,50,0.223295807,0.225302844,0.26101523,,,,,,,,,
10/27/09,64,,1300550,300550,50,0.228095473,0.228306282,0.261727774,,,,,,,,,
10/28/09,66,,1303850,303850,50,0.232640639,0.231454797,0.262239824,,,,,,,,,
10/29/09,46,,1306150,306150,50,0.239078515,0.235995439,0.262890618,,,,,,,,,
10/30/09,60,,1309150,309150,50,0.244322972,0.239769654,0.26399573,,,,,,,,,
10/31/09,46,,1311450,311450,50,0.250475833,0.243390826,0.264904762,,,,,,,,,
11/1/09,25,,1312700,312700,50,0.257399798,0.246772634,0.265372946,,,,,,,,,
11/2/09,33,,1314350,314350,50,0.262038401,0.249753372,0.268995172,,,,,,,,,
11/3/09,62,,1317450,317450,50,0.263420301,0.252338306,0.272831448,,,,,,,,,
11/4/09,63,,1320600,320600,50,0.264964152,0.255645743,0.276841376,,,,,,,,,
11/5/09,57,,1323450,323450,50,0.265451138,0.258608283,0.280431767,,,,,,,,,
11/6/09,62,,1326550,326550,50,0.26772794,0.262106699,0.284018265,,,,,,,,,
11/7/09,69,,1330000,330000,50,0.270691494,0.264875856,0.288647971,,,,,,,,,
11/8/09,73,,1333650,333650,50,0.274507384,0.266569017,0.291944155,,,,,,,,,
11/9/09,64,,1336850,336850,50,0.278955178,0.269321998,0.295058274,,,,,,,,,
11/10/09,78,,1340750,340750,50,0.281617389,0.271713309,0.297681304,,,,,,,,,
11/11/09,64,,1343950,343950,50,0.283407148,0.274597989,0.301598823,,,,,,,,,
11/12/09,66,,1347250,347250,50,0.284841276,0.277839824,0.30433015,,,,,,,,,
11/13/09,80,,1351250,351250,50,0.286549509,0.280630503,0.30490966,,,,,,,,,
11/14/09,79,,1355200,355200,50,0.288626006,0.281392969,0.305116048,,,,,,,,,
11/15/09,96,,1360000,360000,50,0.287411764,0.283555736,0.305041661,,,,,,,,,
11/16/09,97,,1364850,364850,50,0.285732932,0.286483604,0.304597981,,,,,,,,,
11/17/09,92,,1369450,369450,50,0.286875328,0.289128811,0.304622171,,,,,,,,,
11/18/09,79,,1373400,373400,50,0.294533694,0.291872667,0.304972616,,,,,,,,,
11/19/09,70,,1376900,376900,50,0.30090415,0.295169911,0.30500245,,,,,,,,,
11/20/09,86,,1381200,381200,50,0.303452851,0.297333398,0.304534329,,,,,,,,,
11/21/09,73,,1384850,384850,50,0.308901434,0.29680044,0.304588415,,,,,,,,,
11/22/09,106,,1390150,390150,50,0.310577465,0.296026986,0.304338405,,,,,,,,,
11/23/09,96,,1394950,394950,50,0.309305801,0.29973817,0.305857197,,,,,,,,,
11/24/09,93,,1399600,399600,50,0.310433229,0.303127232,0.307286783,,,,,,,,,
11/25/09,90,,1404100,404100,50,0.31113535,0.307249756,0.307819264,,,,,,,,,
11/26/09,84,,1408300,408300,50,0.311451546,0.310658682,0.310586803,,,,,,,,,
11/27/09,74,,1412000,412000,50,0.313111546,0.314273909,0.313594817,,,,,,,,,
11/28/09,71,,1415550,415550,50,0.312201047,0.318237079,0.317571311,,,,,,,,,
11/29/09,60,,1418550,418550,50,0.314454935,0.322412089,0.321157957,,,,,,,,,
11/30/09,75,,1422300,422300,50,0.313122138,0.325835147,0.324186697,,,,,,,,,
12/1/09,73,,1425950,425950,50,0.309135444,0.328574275,0.32663277,,,,,,,,,
12/2/09,94,,1430650,430650,50,0.304349875,0.329417314,0.328550963,,,,,,,,,
12/3/09,88,,1435050,435050,50,0.304060665,0.330094939,0.330680033,,,,,,,,,
12/4/09,36,,1436850,436850,50,0.308864339,0.332920533,0.334108059,,,,,,,,,
12/5/09,64,,1440050,440050,50,0.310192909,0.333734654,0.336764368,,,,,,,,,
12/6/09,103,,1445200,445200,50,0.308401018,0.334324174,0.339388909,,,,,,,,,
12/7/09,112,,1450800,450800,50,0.306722308,0.335312713,0.341388711,,,,,,,,,
12/8/09,105,,1456050,456050,50,0.306238249,0.337234023,0.34268074,,,,,,,,,
12/9/09,96,,1460850,460850,50,0.305468405,0.339333323,0.344764098,,,,,,,,,
12/10/09,104,,1466050,466050,50,0.305710131,0.340871897,0.346708216,,,,,,,,,
12/11/09,112,,1471650,471650,50,0.303568938,0.340872749,0.348612891,,,,,,,,,
12/12/09,110,,1477150,477150,50,0.301907685,0.340876212,0.350837706,,,,,,,,,
12/13/09,114,,1482850,482850,50,0.30156764,0.341607931,0.352923978,,,,,,,,,
12/14/09,102,,1487950,487950,50,0.30211284,0.342928426,0.353611869,,,,,,,,,
12/15/09,110,,1493450,493450,50,0.303915581,0.343126347,0.355611874,,,,,,,,,
12/16/09,136,,1500250,500250,50,0.303666458,0.342138035,0.357793517,,,,,,,,,
12/17/09,169,,1508700,508700,50,0.300258233,0.341174695,0.359097843,,,,,,,,,
12/18/09,225,,1519950,519950,50,0.291611166,0.340862344,0.359273783,,,,,,,,,
12/19/09,198,,1529850,529850,50,0.284729095,0.340361978,0.36006048,,,,,,,,,
12/20/09,175,,1538600,538600,50,0.281248368,0.339677676,0.360737415,,,,,,,,,
12/21/09,175,,1547350,547350,50,0.276847208,0.339657767,0.35927862,,,,,,,,,
12/22/09,162,,1555450,555450,50,0.276185267,0.339999439,0.358581683,,,,,,,,,
12/23/09,154,,1563150,563150,50,0.275186096,0.33890757,0.360859938,,,,,,,,,
12/24/09,154,,1570850,570850,50,0.273980602,0.338705491,0.362823906,,,,,,,,,
12/25/09,149,,1578300,578300,50,0.272855952,0.338362747,0.365252358,,,,,,,,,
12/26/09,174,,1587000,587000,50,0.269986432,0.336858616,0.366661751,,,,,,,,,
12/27/09,167,,1595350,595350,50,0.266882338,0.335731573,0.368054733,,,,,,,,,
12/28/09,137,,1602200,602200,50,0.265180233,0.33437521,0.370016624,,,,,,,,,
12/29/09,171,,1610750,610750,50,0.261179137,0.332882163,0.371291643,,,,,,,,,
12/30/09,141,,1617800,617800,50,0.259734436,0.331503719,0.372865614,,,,,,,,,
12/31/09,138,,1624700,624700,50,0.258340657,0.329135933,0.374009024,,,,,,,,,
1/1/10,132,,1631300,631300,50,0.258597913,0.327418654,0.374595148,,,,,,,,,
1/2/10,126,,1637600,637600,50,0.258728608,0.327380787,0.375039214,,,,,,,,,
1/3/10,186,,1646900,646900,50,0.253129555,0.325895575,0.374655523,,,,,,,,,
1/4/10,181,,1655950,655950,50,0.249716066,0.324292924,0.373838197,,,,,,,,,
1/5/10,198,,1665850,665850,50,0.248028086,0.322590022,0.373523357,,,,,,,,,
1/6/10,163,,1674000,674000,50,0.248195611,0.322077095,0.374137282,,,,,,,,,
1/7/10,154,,1681700,681700,50,0.248305504,0.321966022,0.37524369,,,,,,,,,
1/8/10,153,,1689350,689350,50,0.247960193,0.321468959,0.376262783,,,,,,,,,
1/9/10,151,,1696900,696900,50,0.248124115,0.321659144,0.377169351,,,,,,,,,
1/10/10,190,,1706400,706400,50,0.247328111,0.320376736,0.376851627,,,,,,,,,
1/11/10,159,,1714350,714350,50,0.24752824,0.3198785,0.376933653,,,,,,,,,
1/12/10,159,,1722300,722300,50,0.247931189,0.319995274,0.377493366,,,,,,,,,
1/13/10,164,,1730500,730500,50,0.247541109,0.319963208,0.378052865,,,,,,,,,
1/14/10,143,,1737650,737650,50,0.24827505,0.321084428,0.378456724,0.484287563,,,,,,,,
1/15/10,141,,1744700,744700,50,0.25039157,0.322275736,0.378763733,0.486616291,,,,,,,,
1/16/10,125,,1750950,750950,50,0.254786038,0.32357493,0.379944092,0.48891875,,,,,,,,
1/17/10,131,,1757500,757500,50,0.262093344,0.324187836,0.382512435,0.491593162,,,,,,,,
1/18/10,125,,1763750,763750,50,0.268379532,0.324539085,0.384487378,0.493538407,,,,,,,,
1/19/10,124,,1769950,769950,50,0.273540357,0.325574594,0.385875376,0.495985069,,,,,,,,
1/20/10,158,,1777850,777850,50,0.277366059,0.325358151,0.387159124,0.498307691,,,,,,,,
1/21/10,175,,1786600,786600,50,0.279697403,0.326154899,0.388145216,0.499275795,,,,,,,,
1/22/10,133,,1793250,793250,50,0.28334911,0.327384535,0.388665455,0.499893656,,,,,,,,
1/23/10,160,,1801250,801250,50,0.285834047,0.327928118,0.389335882,0.502175747,,,,,,,,
1/24/10,154,,1808950,808950,50,0.288268117,0.328462596,0.389888826,0.503387062,,,,,,,,
1/25/10,211,,1819500,819500,50,0.289703933,0.327607803,0.389379503,0.50384863,,,,,,,,
1/26/10,195,,1829250,829250,50,0.291396042,0.326698786,0.38917511,0.504185927,,,,,,,,
1/27/10,164,,1837450,837450,50,0.292588765,0.326292993,0.388658988,0.504598987,,,,,,,,
1/28/10,177,,1846300,846300,50,0.295304199,0.32523158,0.388488713,0.505331668,,,,,,,,
1/29/10,197,,1856150,856150,50,0.295231773,0.324390887,0.387562841,0.505884207,,,,,,,,
1/30/10,210,,1866650,866650,50,0.294405897,0.323265291,0.385764998,0.506085306,,0.00,,,,,,
1/31/10,165,,1874900,874900,50,0.295195357,0.323734785,0.384851962,0.508374613,,0.00,,,,,,
2/1/10,184,,1884100,884100,50,0.294790075,0.323642149,0.384712363,0.510801383,,0.00,,,,,,
2/2/10,145,,1891350,891350,50,0.299699913,0.322383471,0.385080914,0.513336288,,0.00,,,,,,
2/3/10,270,,1904850,904850,50,0.29879965,0.320013911,0.383752492,0.515393159,,0.00,,,,,,
2/4/10,229,,1916300,916300,50,0.300708041,0.319729691,0.383106378,0.517462322,,0.00,,,,,,
2/5/10,223,,1927450,927450,50,0.300764518,0.319852165,0.382770611,0.520125778,,0.00,,,,,,
2/6/10,192,,1937050,937050,50,0.301616637,0.320240367,0.382919166,0.522036658,,0.00,,,,,,
2/7/10,217,,1947900,947900,50,0.301332775,0.319924398,0.382503506,0.523732602,,0.00,,,,,,
2/8/10,200,,1957900,957900,50,0.301653283,0.320144381,0.382718173,0.525226864,,0.00,,,,,,
2/9/10,207,,1968250,968250,50,0.303922825,0.320508223,0.382422834,0.527325401,,0.00,,,,,,
2/10/10,168,,1976650,976650,50,0.30603356,0.321411823,0.382614884,0.528834056,,0.00,,,,,,
2/11/10,169,,1985100,985100,50,0.308094076,0.322417614,0.383215855,0.529254537,,0.00,,,,,,
2/12/10,183,,1994250,994250,50,0.309835746,0.322809315,0.383628095,0.529440739,,0.00,,,,,,
2/13/10,232,,2005850,1005850,50,0.308249824,0.322687755,0.384017664,0.529471758,,0.00,,,,,,
2/14/10,208,,2016250,1016250,50,0.307594908,0.323749602,0.384682517,0.529352399,,0.00,,,,,,
2/15/10,176,,2025050,1025050,50,0.307372072,0.326331693,0.385527844,0.529517739,,0.00,,,,,,
2/16/10,195,,2034800,1034800,50,0.306714947,0.330395474,0.385781924,0.529754312,,0.00,,,,,,
2/17/10,239,,2046750,1046750,50,0.304007938,0.332885458,0.385314234,0.529685988,,0.00,,,,,,
2/18/10,208,,2057150,1057150,50,0.302538444,0.335123097,0.385630776,0.529488367,,0.00,,,,,,
2/19/10,192,,2066750,1066750,50,0.303489381,0.337612946,0.385737273,0.52953696,,0.00,,,,,,
2/20/10,208,,2077150,1077150,50,0.304707887,0.339401483,0.386606449,0.529555638,,0.00,,,,,,
2/21/10,223,,2088300,1088300,50,0.303166633,0.340661964,0.387031002,0.530462951,,0.00,,,,,,
2/22/10,260,,2101300,1101300,50,0.301675748,0.341286863,0.386993622,0.531233774,,0.00,,,,,,
2/23/10,250,,2113800,1113800,50,0.300295901,0.341905529,0.386974238,0.531518514,,0.00,,,,,,
2/24/10,171,,2122350,1122350,50,0.304599456,0.344626675,0.387569268,0.533122396,,0.00,,,,,,
2/25/10,154,,2130050,1130050,50,0.308779328,0.347412837,0.388054405,0.534822391,,0.00,,,,,,
2/26/10,172,,2138650,1138650,50,0.31071604,0.348914796,0.388276882,0.536960103,,0.00,,,,,,
2/27/10,172,,2147250,1147250,50,0.313322879,0.351517318,0.388203049,0.538800175,,0.00,,,,,,
2/28/10,156,,2155050,1155050,50,0.317616649,0.353413184,0.388682155,0.540456092,,0.00,,,,,,
3/1/10,195,,2164800,1164800,50,0.321103425,0.35451578,0.38872702,0.541703053,,0.00,0.00,,,,,
3/2/10,188,,2174200,1174200,50,0.322451016,0.355533575,0.389387085,0.54282403,,0.00,0.00,,,,,
3/3/10,152,,2181800,1181800,50,0.32628232,0.356979958,0.390227974,0.544093245,,0.00,0.00,,,,,
3/4/10,185,,2191050,1191050,50,0.32664171,0.359807114,0.389397456,0.545576002,,0.00,0.01,,,,,
3/5/10,171,,2199600,1199600,50,0.334511485,0.362723297,0.389430295,0.546876415,,0.00,0.01,,,,,
3/6/10,177,,2208450,1208450,50,0.33997829,0.366106368,0.390401536,0.548401532,,0.00,0.01,,,,,
3/7/10,179,,2217400,1217400,50,0.345094927,0.36827484,0.391574252,0.549681051,,0.00,0.01,,,,,
3/8/10,125,,2223650,1223650,50,0.350921049,0.37115591,0.393071805,0.55071306,,0.00,0.01,,,,,
3/9/10,146,,2230950,1230950,50,0.357442051,0.37361142,0.394133123,0.55200858,,0.01,0.01,,,,,
3/10/10,162,,2239050,1239050,50,0.362225595,0.375688374,0.395238264,0.553251262,,0.01,0.01,,,,,
3/11/10,133,,2245700,1245700,50,0.369026136,0.379700728,0.396820495,0.554613649,,0.01,0.01,,,,,
3/12/10,121,,2251750,1251750,50,0.373986047,0.382893791,0.398464607,0.556152412,,0.01,0.01,,,,,
3/13/10,153,,2259400,1259400,50,0.377369044,0.385448999,0.399893099,0.557567082,,0.01,0.01,,,,,
3/14/10,125,,2265650,1265650,50,0.383294132,0.388773344,0.401283377,0.558304186,,0.01,0.01,,,,,
3/15/10,135,,2272400,1272400,50,0.392349735,0.391139119,0.402776129,0.559704693,,0.01,0.01,,,,,
3/16/10,126,,2278700,1278700,50,0.40045201,0.393627828,0.405030369,0.561424306,,0.01,0.01,,,,,
3/17/10,136,,2285500,1285500,50,0.405673005,0.395313943,0.40804918,0.562956403,,0.01,0.01,,,,,
3/18/10,140,,2292500,1292500,50,0.412234679,0.397132249,0.41252816,0.564368036,,0.01,0.01,,,,,
3/19/10,153,,2300150,1300150,50,0.421711302,0.398440134,0.416181918,0.565829646,,0.01,0.01,,,,,
3/20/10,192,,2309750,1309750,50,0.426170566,0.398853964,0.418792783,0.566930668,,0.01,0.01,,,,,
3/21/10,183,,2318900,1318900,50,0.429913701,0.400712465,0.421499863,0.566959936,,0.01,0.01,,,,,
3/22/10,179,,2327850,1327850,50,0.435334488,0.403282609,0.423893149,0.567271743,,0.01,0.01,,,,,
3/23/10,207,,2338200,1338200,50,0.440132217,0.403666542,0.425736563,0.568982409,,0.01,0.01,,,,,
3/24/10,171,,2346750,1346750,50,0.450974866,0.405836043,0.427987295,0.570649727,,0.01,0.01,,,,,
3/25/10,187,,2356100,1356100,50,0.460009385,0.40742127,0.429905917,0.572471875,,0.01,0.01,,,,,
3/26/10,197,,2365950,1365950,50,0.460877927,0.41090626,0.432389228,0.573927902,,0.01,0.01,,,,,
3/27/10,178,,2374850,1374850,50,0.461606903,0.414227895,0.434899435,0.575387804,,0.01,0.01,,,,,
3/28/10,186,,2384150,1384150,50,0.463404291,0.416190794,0.436469417,0.576881065,,0.01,0.01,,,,,
3/29/10,195,,2393900,1393900,50,0.464492695,0.418433613,0.438870421,0.578256774,,0.01,0.01,,,,,
3/30/10,215,,2404650,1404650,50,0.462542808,0.420968769,0.440175452,0.579474745,,0.01,0.01,,,,,
3/31/10,209,,2415100,1415100,50,0.464680739,0.424139262,0.44145846,0.580459583,,0.01,0.01,0.01,,,,
4/1/10,168,,2423500,1423500,50,0.469314079,0.426540284,0.443069932,0.581246119,,0.01,0.01,0.01,,,,
4/2/10,156,,2431300,1431300,50,0.471507398,0.429974766,0.444655774,0.581949522,,0.01,0.01,0.01,,,,
4/3/10,161,,2439350,1439350,50,0.476450825,0.431761824,0.447861971,0.582676439,,0.01,0.01,0.01,,,,
4/4/10,171,,2447900,1447900,50,0.479281029,0.438285533,0.450806791,0.583074373,,0.01,0.01,0.01,,,,
4/5/10,153,,2455550,1455550,50,0.484153163,0.443706061,0.454479853,0.58393775,,0.01,0.01,0.01,,,,
4/6/10,159,,2463500,1463500,50,0.488775584,0.448792729,0.457077915,0.585009344,,0.01,0.01,0.01,,,,
4/7/10,193,,2473150,1473150,50,0.485293875,0.451709837,0.458958198,0.58615857,,0.01,0.01,0.01,,,,
4/8/10,183,,2482300,1482300,50,0.484714051,0.455961365,0.46093528,0.587287909,,0.01,0.01,0.01,,,,
4/9/10,189,,2491750,1491750,50,0.485198215,0.459340972,0.462765009,0.588314234,,0.01,0.01,0.01,,,,
4/10/10,260,,2504750,1504750,50,0.477429385,0.461055292,0.464751358,0.588686282,,0.01,0.01,0.01,,,,
4/11/10,223,,2515900,1515900,50,0.471680941,0.462102997,0.466325946,0.58916903,,0.01,0.01,0.01,,,,
4/12/10,203,,2526050,1526050,50,0.470387276,0.463735159,0.468163361,0.589998513,,0.01,0.01,0.01,,,,
4/13/10,189,,2535500,1535500,50,0.467687528,0.466348192,0.470330979,0.590918785,,0.01,0.01,0.01,,,,
4/14/10,180,,2544500,1544500,50,0.466538793,0.471345792,0.472002995,0.591612282,,0.01,0.01,0.01,,,,
4/15/10,216,,2555300,1555300,50,0.462157906,0.474289497,0.473104651,0.592092991,,0.01,0.01,0.01,,,,
4/16/10,202,,2565400,1565400,50,0.459674933,0.476221019,0.473926013,0.593008206,,0.01,0.01,0.01,,,,
4/17/10,221,,2576450,1576450,50,0.456317073,0.478431581,0.474648878,0.594704454,,0.01,0.01,0.01,,,,
4/18/10,245,,2588700,1588700,50,0.452531908,0.481882396,0.474858169,0.595906821,,0.01,0.01,0.01,,,,
4/19/10,232,,2600300,1600300,50,0.452698354,0.48432848,0.475214693,0.596807987,,0.01,0.01,0.01,,,,
4/20/10,205,,2610550,1610550,50,0.453879556,0.486848005,0.476908752,0.598030145,,0.01,0.01,0.01,,,,
4/21/10,219,,2621500,1621500,50,0.453853133,0.4896628,0.478885996,0.599163671,,0.01,0.01,0.01,,,,
4/22/10,159,,2629450,1629450,50,0.459836557,0.494973287,0.480485759,0.599921149,,0.01,0.01,0.01,,,,
4/23/10,150,,2636950,1636950,50,0.46362452,0.502357269,0.482986128,0.601022234,,0.01,0.02,0.01,,,,
4/24/10,168,,2645350,1645350,50,0.467534128,0.508829824,0.485058273,0.601932848,,0.01,0.02,0.01,,,,
4/25/10,158,,2653250,1653250,50,0.472967496,0.511898895,0.488936354,0.602721498,,0.01,0.02,0.01,,,,
4/26/10,164,,2661450,1661450,50,0.4764743,0.513953836,0.492276619,0.603524754,,0.01,0.02,0.01,,,,
4/27/10,180,,2670450,1670450,50,0.479557318,0.51634923,0.494467924,0.603814089,,0.01,0.02,0.01,,,,
4/28/10,180,,2679450,1679450,50,0.483407411,0.518741023,0.4970425,0.604409193,,0.01,0.02,0.02,,,,
4/29/10,147,,2686800,1686800,50,0.491373723,0.521452171,0.500720264,0.604825372,,0.01,0.02,0.02,,,,
4/30/10,144,,2694000,1694000,50,0.499221501,0.526201348,0.504863274,0.604790603,,0.02,0.02,0.02,,,,
5/1/10,183,,2703150,1703150,50,0.500571899,0.529293625,0.507038689,0.60477361,,0.02,0.02,0.02,,,,
5/2/10,155,,2710900,1710900,50,0.50293962,0.531551381,0.510239179,0.605498229,,0.02,0.02,0.02,,,,
5/3/10,159,,2718850,1718850,50,0.505457397,0.535336652,0.512176468,0.606223533,,0.02,0.02,0.02,,,,
5/4/10,136,,2725650,1725650,50,0.510654353,0.539242454,0.518400024,0.606907345,,0.02,0.02,0.02,,,,
5/5/10,137,,2732500,1732500,50,0.514162341,0.543449138,0.523391057,0.607691285,,0.02,0.02,0.02,,,,
5/6/10,149,,2739950,1739950,50,0.517307249,0.547352747,0.528035406,0.608573023,,0.02,0.02,0.02,,,,
5/7/10,132,,2746550,1746550,50,0.52506238,0.549061216,0.532002674,0.609606008,,0.02,0.02,0.02,,,,
5/8/10,154,,2754250,1754250,50,0.530189121,0.551060315,0.536435536,0.610349647,,0.02,0.02,0.02,,,,
5/9/10,143,,2761400,1761400,50,0.536890795,0.554312636,0.540532431,0.61143534,,0.02,0.02,0.02,,,,
5/10/10,128,,2767800,1767800,50,0.552361263,0.556593105,0.545176525,0.612277825,,0.02,0.02,0.02,,,,
5/11/10,111,,2773350,1773350,50,0.566147969,0.558875746,0.548844463,0.613231027,,0.02,0.02,0.02,,,,
