Date,BlkCnt,PriceUSD,SplyCur,SplyCurRev,BTCPerBlock,S2F 30 Day,S2F 60 Day,S2F 90 Day,S2F 180 Day,S2F 365 Day,S2F 30 Day Price,S2F 60 Day Price,S2F 90 Day Price,S2F 180 Day Price,S2F 365 Day Price,,
4/7/20,168,7187.593337,18311167.32,17311167.32,12.5,28.16102266,26.88399944,26.38137831,26.19117662,25.60681518,11795.51,10092.47,9472.35,9244.83,8569.84,,
4/8/20,144,7372.194764,18312967.32,17312967.32,12.5,28.20581993,26.87092865,26.41064633,26.20595977,25.60379676,11858.68,10076.00,9507.70,9262.38,8566.45,,
4/9/20,154,7299.579188,18314892.32,17314892.32,12.5,28.05602434,26.87074505,26.40337355,26.18777384,25.60380373,11648.39,10075.76,9498.91,9240.80,8566.46,,
4/10/20,163,6859.822675,18316929.82,17316929.82,12.5,27.75834813,26.74450828,26.40648052,26.16978718,25.60397704,11238.30,9917.60,9502.67,9219.49,8566.65,,
4/11/20,159,6883.182229,18318917.32,17318917.32,12.5,27.70749696,26.71306885,26.39318893,26.14875144,25.6031301,11169.28,9878.48,9486.61,9194.61,8565.70,,
4/12/20,153,6978.666287,18320829.82,17320829.82,12.5,27.52305168,26.68159491,26.37572669,26.151639,25.59744307,10921.41,9839.43,9465.53,9198.02,8559.31,,
4/13/20,171,6863.575533,18322967.32,17322967.32,12.5,27.24334912,26.5914422,26.32614237,26.12686964,25.57744981,10552.94,9728.16,9405.88,9168.78,8536.87,,
4/14/20,168,6875.538503,18325067.32,17325067.32,12.5,26.93102857,26.49261648,26.29489518,26.11206851,25.56969626,10151.92,9607.22,9368.42,9151.34,8528.17,,
4/15/20,169,6625.475775,18327179.82,17327179.82,12.5,26.61965918,26.41292252,26.27788297,26.10627641,25.56149635,9762.89,9510.46,9348.07,9144.52,8518.99,,
4/16/20,154,7127.792282,18329104.82,17329104.82,12.5,26.43117579,26.37916398,26.29090882,26.09721697,25.55679575,9532.56,9469.68,9363.65,9133.87,8513.73,,
4/17/20,127,7081.395198,18330692.32,17330692.32,12.5,26.26907265,26.47351311,26.30343245,26.11855081,25.56950714,9337.54,9583.96,9378.64,9158.98,8527.96,,
4/18/20,158,7262.792344,18332667.32,17332667.32,12.5,25.96678594,26.45194928,26.29024763,26.12252515,25.56959165,8981.38,9557.76,9362.85,9163.66,8528.06,,
4/19/20,152,7150.244215,18334567.32,17334567.32,12.5,25.71767072,26.42112115,26.29312956,26.1423662,25.56249559,8695.14,9520.38,9366.30,9187.07,8520.11,,
4/20/20,161,6853.273415,18336579.82,17336579.82,12.5,25.50770855,26.31743034,26.28001602,26.15239923,25.56593459,8458.91,9395.42,9350.62,9198.92,8523.96,,
4/21/20,149,6870.423699,18338442.32,17338442.32,12.5,25.3854812,26.33545763,26.2969851,26.13921726,25.56161333,8323.48,9417.06,9370.92,9183.35,8519.12,,
4/22/20,131,7123.65692,18340079.82,17340079.82,12.5,25.2809231,26.38976119,26.35620971,26.1486805,25.55696283,8208.85,9482.47,9442.02,9194.53,8513.91,,
4/23/20,142,7488.605165,18341854.82,17341854.82,12.5,25.22757399,26.39246255,26.37923375,26.14935815,25.56947152,8150.79,9485.73,9469.76,9195.33,8527.92,,
4/24/20,144,7506.443316,18343654.82,17343654.82,12.5,24.94323492,26.3860412,26.42272244,26.12311764,25.57165421,7846.20,9477.98,9522.32,9164.36,8530.37,,
4/25/20,136,7537.738209,18345354.82,17345354.82,12.5,25.07731929,26.41307275,26.43960624,26.12368348,25.58123268,7988.82,9510.64,9542.78,9165.03,8541.11,,
4/26/20,137,7684.068522,18347067.32,17347067.32,12.5,25.17944998,26.41262207,26.42588039,26.12227377,25.58375831,8098.67,9510.09,9526.14,9163.37,8543.94,,
4/27/20,141,7777.491519,18348829.82,17348829.82,12.5,25.14869873,26.43366874,26.43060645,26.1179495,25.59673907,8065.48,9535.58,9531.87,9158.27,8558.52,,
4/28/20,154,7769.899698,18350754.82,17350754.82,12.5,25.1348656,26.44885939,26.44579392,26.09893739,25.60382907,8050.58,9554.01,9550.29,9135.89,8566.49,,
4/29/20,145,8761.83717,18352567.32,17352567.32,12.5,25.14857236,26.43323822,26.47105548,26.08674453,25.60414227,8065.35,9535.06,9580.97,9121.56,8566.84,,
4/30/20,135,8652.410991,18354254.82,17354254.82,12.5,25.28477037,26.56504916,26.49206826,26.08828731,25.62364596,8213.05,9695.76,9606.55,9123.37,8588.78,,
5/1/20,141,8855.535258,18356017.32,17356017.32,12.5,25.35475621,26.59251025,26.51527828,26.08795467,25.646602,8289.68,9729.48,9634.86,9122.98,8614.66,,
5/2/20,148,8977.281705,18357867.32,17357867.32,12.5,25.38565883,26.61084684,26.50783977,26.07484037,25.65123092,8323.68,9752.04,9625.78,9107.58,8619.89,,
5/3/20,168,8896.795638,18359967.32,17359967.32,12.5,25.18705435,26.61096406,26.47006191,26.05418579,25.63728537,8106.89,9752.18,9579.76,9083.36,8604.15,,
5/4/20,158,8881.954305,18361942.32,17361942.32,12.5,25.18436281,26.62951169,26.41997608,26.03140272,25.62648313,8103.98,9775.04,9518.99,9056.70,8591.98,,
5/5/20,158,8985.879599,18363917.32,17363917.32,12.5,25.28204228,26.62322559,26.42501996,26.01162734,25.62608862,8210.07,9767.29,9525.10,9033.60,8591.53,,
5/6/20,154,9266.813073,18365842.32,17365842.32,12.5,25.14010578,26.63549346,26.3892675,25.98885376,25.6161704,8056.23,9782.42,9481.87,9007.06,8580.37,,
5/7/20,147,9993.753177,18367679.82,17367679.82,12.5,25.25955378,26.67253127,26.37580475,25.98864616,25.62124298,8185.56,9828.20,9465.63,9006.81,8586.08,,
5/8/20,137,9859.323605,18369392.32,17369392.32,12.5,25.30121908,26.71571998,26.38246776,26.01982904,25.62991341,8231.02,9881.77,9473.66,9043.18,8595.84,,
5/9/20,136,9577.338922,18371092.32,17371092.32,12.5,25.40500022,26.70584078,26.41963323,26.0372055,25.62722234,8345.01,9869.50,9518.58,9063.49,8592.81,,
5/10/20,170,8715.033293,18373217.32,17373217.32,12.5,25.36861062,26.55080851,26.32543869,26.00580975,25.61146527,8304.91,9678.31,9405.03,9026.82,8575.07,,
5/11/20,157,8591.652884,18374998.57,17374998.57,6.25,25.81269683,26.7580121,26.45693135,26.05917086,25.64969976,8803.56,9934.43,9563.81,9089.20,8618.16,,
5/12/20,146,8817.250681,18375911.07,17375911.07,6.25,26.30002439,26.92053988,26.59879579,26.15614079,25.69622577,9374.56,10138.64,9737.21,9203.34,8670.80,,
5/13/20,119,9322.997202,18376654.82,17376654.82,6.25,27.07586823,27.18013098,26.7954547,26.26940334,25.74833677,10336.54,10470.88,9981.22,9337.94,8730.02,,
5/14/20,114,9801.269488,18377367.32,17377367.32,6.25,27.89966336,27.43147253,26.99237946,26.37835452,25.80151783,11431.70,10799.79,10229.83,9468.70,8790.76,,
5/15/20,125,9326.875859,18378148.57,17378148.57,6.25,28.69595135,27.65199926,27.18342248,26.48307086,25.84828698,12565.38,11094.28,10475.15,9595.59,8844.41,,
5/16/20,126,9395.475389,18378936.07,17378936.07,6.25,29.41830305,27.88612407,27.37465516,26.57325606,25.89711685,13660.08,11413.07,10724.81,9705.83,8900.67,,
5/17/20,102,9682.532481,18379573.57,17379573.57,6.25,30.14910052,28.12741512,27.65129273,26.69529449,25.95834399,14834.06,11748.28,11093.33,9856.41,8971.58,,
5/18/20,128,9726.850022,18380373.57,17380373.57,6.25,30.94666521,28.31095997,27.86085091,26.78668247,26.01232882,16194.25,12007.86,11378.35,9970.24,9034.42,,
5/19/20,115,9754.201462,18381092.32,17381092.32,6.25,31.83117046,28.54739332,28.08163409,26.88670257,26.07167486,17802.58,12348.14,11684.16,10095.88,9103.86,,
5/20/20,115,9515.70255,18381811.07,17381811.07,6.25,32.8266234,28.83809047,28.27218636,26.98217235,26.1273514,19743.23,12775.73,11952.69,10216.84,9169.35,,
5/21/20,131,9068.801229,18382629.82,17382629.82,6.25,33.64307614,29.090574,28.49184984,27.10430749,26.18238981,21442.12,13155.45,12267.60,10373.06,9234.41,,
5/22/20,111,9161.815034,18383323.57,17383323.57,6.25,34.51126379,29.36449728,28.74556403,27.20412516,26.24277465,23358.59,13576.32,12638.52,10501.97,9306.17,,
5/23/20,119,9183.662125,18384067.32,17384067.32,6.25,35.4439649,29.68481296,28.97106518,27.28996911,26.29709474,25548.20,14080.35,12974.74,10613.74,9371.05,,
5/24/20,116,8806.230657,18384792.32,17384792.32,6.25,36.4639903,29.88307068,29.20403208,27.37628318,26.34666433,28103.59,14398.82,13328.65,10726.95,9430.53,,
5/25/20,125,8909.192582,18385573.57,17385573.57,6.25,37.3765245,30.2914379,29.426256,27.47162294,26.40432262,30537.29,15070.68,13672.50,10852.99,9500.06,,
5/26/20,124,8835.137253,18386348.57,17386348.57,6.25,38.34994837,30.69437403,29.63497485,27.5940173,26.46364125,33292.61,15754.90,14001.08,11016.31,9571.96,,
5/27/20,138,9169.057439,18387211.07,17387211.07,6.25,39.2727379,30.98310078,29.83940636,27.6737116,26.51490072,36061.56,16258.40,14328.25,11123.58,9634.40,,
5/28/20,131,9568.261853,18388029.82,17388029.82,6.25,40.43866971,31.36128012,30.08901807,27.75060246,26.57466623,39786.49,16934.85,14734.96,11227.77,9707.56,,
5/29/20,127,9432.413333,18388823.57,17388823.57,6.25,41.61231706,31.74725381,30.30600091,27.8460947,26.62963185,43800.97,17645.37,15095.04,11358.11,9775.19,,
5/30/20,156,9691.680491,18389798.57,17389798.57,6.25,42.43340463,32.07776907,30.54781908,27.91775365,26.64925595,46773.15,18270.23,15503.57,11456.62,9799.41,,
5/31/20,150,9433.943847,18390736.07,17390736.07,6.25,43.42709128,32.41490075,30.7391677,28.01022832,26.68877901,50556.18,18923.45,15832.29,11584.63,9848.33,,
6/1/20,134,10199.13505,18391573.57,17391573.57,6.25,44.72662826,32.82015864,30.98180196,28.13013889,26.72626827,55821.36,19730.17,16256.11,11752.10,9894.89,,
6/2/20,129,9512.346533,18392379.82,17392379.82,6.25,46.38570107,33.17171036,31.27479235,28.23230683,26.76032585,63088.30,20449.29,16778.44,11896.14,9937.32,,
6/3/20,139,9642.2734,18393248.57,17393248.57,6.25,47.90423303,33.58980438,31.53702435,28.32429164,26.80705852,70299.85,21328.25,17255.83,12026.87,9995.75,,
6/4/20,151,9813.360679,18394192.32,17394192.32,6.25,49.36243911,34.04120386,31.7523291,28.41476196,26.85104193,77751.86,22306.67,17654.85,12156.43,10050.96,,
6/5/20,179,9641.891623,18395311.07,17395311.07,6.25,50.49969576,34.20006655,31.90463564,28.46766545,26.87989201,83936.02,22658.37,17941.01,12232.65,10087.29,,
6/6/20,196,9668.670539,18396536.07,17396536.07,6.25,51.40348824,34.45725567,32.01863721,28.50251226,26.90098185,89090.88,23235.99,18157.32,12283.03,10113.91,,
6/7/20,159,9747.580111,18397529.82,17397529.82,6.25,52.72617839,34.77289675,32.2081378,28.57792047,26.92330061,97030.11,23958.93,18520.92,12392.56,10142.13,,
6/8/20,162,9769.342361,18398542.32,17398542.32,6.25,54.08451746,35.12432012,32.34641817,28.63294334,26.95575516,105687.42,24782.25,18789.45,12472.91,10183.27,,
6/9/20,160,9779.422166,18399542.32,17399542.32,6.25,56.02739936,35.52903987,32.45871371,28.69164878,26.99430887,118993.63,25754.83,19009.53,12559.05,10232.29,,
6/10/20,164,9888.444175,18400567.32,17400567.32,6.25,55.93482729,35.90944989,32.64503724,28.76732643,27.02396654,118334.31,26693.13,19378.66,12670.70,10270.11,,
6/11/20,185,9277.451169,18401723.57,17401723.57,6.25,55.41031088,36.18515727,32.71326916,28.81942379,27.03734124,114646.96,27388.01,19515.09,12747.96,10287.20,,
6/12/20,163,9456.161533,18402742.32,17402742.32,6.25,54.82941572,36.63720763,32.84765133,28.86619142,27.0716847,110658.28,28554.68,19785.76,12817.60,10331.17,,
6/13/20,158,9461.333799,18403729.82,17403729.82,6.25,54.26054232,37.10839395,32.97402064,28.95527523,27.11765727,106847.61,29807.44,20042.68,12951.00,10390.24,,
6/14/20,170,9342.955635,18404792.32,17404792.32,6.25,53.69104858,37.54289301,33.07205274,29.01400963,27.14623503,103126.08,30996.41,20243.59,13039.48,10427.07,,
6/15/20,138,9441.383211,18405654.82,17405654.82,6.25,53.54299007,38.06247112,33.2646512,29.10056099,27.18266142,102173.66,32461.46,20642.44,13170.64,10474.16,,
6/16/20,150,9520.091948,18406592.32,17406592.32,6.25,52.95133272,38.42027039,33.36975528,29.20002375,27.21476604,98429.33,33498.18,20862.40,13322.50,10515.78,,
6/17/20,138,9448.693561,18407454.82,17407454.82,6.25,52.83174563,38.98124394,33.52617536,29.3122874,27.26809172,97684.40,35170.07,21192.80,13495.38,10585.18,,
6/18/20,123,9389.990766,18408223.57,17408223.57,6.25,52.73671122,39.5978575,33.72906956,29.46451892,27.33615905,97095.25,37074.48,21626.83,13732.32,10674.22,,
6/19/20,143,9285.991583,18409117.32,17409117.32,6.25,52.40142294,40.17932903,33.92214557,29.58754094,27.37769084,95036.60,38935.63,22045.61,13925.92,10728.81,,
6/20/20,137,9357.292464,18409973.57,17409973.57,6.25,52.33213191,40.74713837,34.14163969,29.68857269,27.41673708,94615.02,40815.44,22528.57,14086.34,10780.31,,
6/21/20,146,9284.769372,18410886.07,17410886.07,6.25,51.91951861,41.19929412,34.30131323,29.75955771,27.45547557,92131.72,42357.25,22884.54,14199.83,10831.57,,
6/22/20,143,9684.620185,18411779.82,17411779.82,6.25,51.64114355,41.73161134,34.52438269,29.8378404,27.51627611,90482.42,44224.31,23388.44,14325.72,10912.38,,
6/23/20,158,9611.725998,18412767.32,17412767.32,6.25,51.1594765,42.21399517,34.60547586,29.94426938,27.56768757,87677.84,45965.48,23573.54,14498.14,10981.04,,
6/24/20,139,9292.943544,18413636.07,17413636.07,6.25,51.00250367,42.76400401,34.91937198,30.04772727,27.6129044,86777.19,48008.87,24299.72,14667.13,11041.67,,
6/25/20,141,9247.121432,18414517.32,17414517.32,6.25,50.81269814,43.32386346,35.21933773,30.15417818,27.66702379,85696.87,50153.53,25008.23,14842.46,11114.55,,
6/26/20,164,9159.437772,18415542.32,17415542.32,6.25,50.52422457,43.80239737,35.40786149,30.24187847,27.69782403,84073.09,52039.25,25460.86,14988.00,11156.18,,
6/27/20,138,9002.165617,18416404.82,17416404.82,6.25,50.44882212,44.49579446,35.71322665,30.37285534,27.75271553,83652.25,54859.25,26206.19,15207.22,11230.64,,
6/28/20,150,9108.065675,18417342.32,17417342.32,6.25,50.19723454,45.09864035,35.97955548,30.46632165,27.8073836,82258.78,57396.76,26868.64,15365.03,11305.15,,
6/29/20,145,9184.247366,18418248.57,17418248.57,6.25,50.32115532,45.69205738,36.2969363,30.60018021,27.85335564,82943.08,59973.99,27673.32,15593.04,11368.07,,
6/30/20,147,9143.967585,18419167.32,17419167.32,6.25,50.3569974,46.32436425,36.5969903,30.69376747,27.89377063,83141.75,62808.43,28449.50,15753.85,11423.59,,
7/1/20,162,9241.339612,18420179.82,17420179.82,6.25,50.05184537,46.9319363,36.85972659,30.80347867,27.93445527,81460.99,65619.39,29141.59,15943.86,11479.67,,
7/2/20,164,9094.387287,18421204.82,17421204.82,6.25,49.67492969,47.65734582,37.06168325,30.91037533,27.98153088,79418.07,69089.88,29681.55,16130.53,11544.80,,
7/3/20,163,9066.690697,18422223.57,17422223.57,6.25,49.42065854,48.35417569,37.34096,31.0132031,28.02664976,78060.41,72543.14,30439.77,16311.53,11607.46,,
7/4/20,157,9126.219555,18423204.82,17423204.82,6.25,49.35955991,49.1065515,37.69341101,31.09040557,28.08648747,77736.62,76405.86,31415.94,16448.37,11690.94,,
7/5/20,163,9079.614018,18424223.57,17424223.57,6.25,49.53317647,49.82470015,37.89858745,31.21004812,28.13766742,78659.16,80225.48,31994.22,16662.01,11762.68,,
7/6/20,154,9338.942591,18425186.07,17425186.07,6.25,49.98977572,50.5773066,38.24949205,31.30038093,28.18050814,81122.06,84370.24,33000.49,16824.61,11822.96,,
7/7/20,161,9252.158733,18426192.32,17426192.32,6.25,49.97086017,51.25350159,38.51545132,31.40102472,28.23301817,81018.96,88220.45,33777.83,17007.07,11897.14,,
7/8/20,151,9434.567956,18427136.07,17427136.07,6.25,50.09372147,52.00640134,38.84471375,31.50463905,28.27820705,81690.21,92650.77,34757.89,17196.36,11961.25,,
7/9/20,164,9231.502348,18428161.07,17428161.07,6.25,50.05290569,52.91290665,39.1677483,31.61030261,28.30360994,81466.79,98189.53,35738.66,17390.91,11997.39,,
7/10/20,161,9285.221015,18429167.32,17429167.32,6.25,50.0886119,52.89153987,39.49317021,31.70570702,28.33066275,81662.22,98056.37,36746.17,17567.90,12035.96,,
7/11/20,156,9237.171008,18430142.32,17430142.32,6.25,50.41088849,52.83353923,39.82101387,31.79805077,28.37888859,83441.09,97695.54,37781.18,17740.42,12104.94,,
7/12/20,152,9289.097977,18431092.32,17431092.32,6.25,50.53589134,52.63623493,40.2215755,31.89830693,28.41716326,84138.34,96475.08,39073.35,17929.05,12159.88,,
7/13/20,147,9236.622501,18432011.07,17432011.07,6.25,50.66141112,52.44032604,40.63533454,32.01265859,28.46027188,84842.57,95273.88,40440.36,18145.93,12221.97,,
7/14/20,144,9260.356987,18432911.07,17432911.07,6.25,50.95681728,52.32931315,41.0689924,32.14128668,28.50560236,86516.29,94597.89,41908.81,18392.07,12287.50,,
7/15/20,138,9196.725559,18433773.57,17433773.57,6.25,50.95933838,52.26032901,41.48193821,32.2781644,28.56270872,86530.67,94179.54,43341.56,18656.57,12370.41,,
7/16/20,136,9132.592312,18434623.57,17434623.57,6.25,51.12090111,52.06113566,41.82232056,32.38494317,28.60558585,87455.90,92978.81,44548.13,18864.75,12432.92,,
7/17/20,118,9156.46871,18435361.07,17435361.07,6.25,51.35205825,52.12251423,42.32677096,32.53712349,28.65160964,88791.74,93347.64,46379.39,19164.26,12500.26,,
7/18/20,130,9175.905309,18436173.57,17436173.57,6.25,51.27406642,52.0362249,42.78215692,32.67803913,28.68987952,88339.44,92829.41,48077.37,19444.57,12556.44,,
7/19/20,131,9218.842311,18436992.32,17436992.32,6.25,51.4144377,51.94436338,43.27268945,32.81998774,28.75933612,89154.66,92279.93,49954.75,19729.82,12658.87,,
7/20/20,141,9167.190568,18437873.57,17437873.57,6.25,51.37096353,51.88821839,43.6987707,32.95421358,28.80872855,88901.62,91945.23,51626.74,20002.25,12732.07,,
7/21/20,125,9388.57435,18438654.82,17438654.82,6.25,51.61608264,51.80848417,44.12573216,33.1134133,28.87156528,90334.97,91471.36,53341.23,20328.79,12825.62,,
7/22/20,144,9531.25743,18439554.82,17439554.82,6.25,51.60713114,51.66526037,44.53356576,33.24074531,28.91646273,90282.34,90624.48,55015.88,20592.63,12892.76,,
7/23/20,136,9609.166715,18440404.82,17440404.82,6.25,51.86641087,51.55164506,44.98357762,33.39461219,28.96357506,91815.45,89956.60,56906.20,20914.66,12963.48,,
7/24/20,161,9548.100727,18441411.04,17441411.04,6.25,51.61262407,51.3468774,45.32735743,33.49047589,29.00351631,90314.63,88761.64,58380.67,21117.08,13023.64,,
7/25/20,142,9702.45279,18442298.46,17442298.46,6.25,51.60363814,51.24624029,45.7479467,33.59328304,29.06235102,90261.81,88178.46,60220.83,21335.67,13112.62,,
7/26/20,158,9933.906554,18443285.91,17443285.91,6.25,51.67631385,51.13489906,46.13446567,33.69313435,29.10524625,90689.64,87536.39,61947.50,21549.51,13177.76,,
7/27/20,149,11046.50833,18444217.13,17444217.13,6.25,51.5513266,51.0352399,46.60713048,33.82874073,29.16559013,89954.74,86964.48,64105.91,21842.31,13269.79,,
7/28/20,145,10944.61298,18445123.38,17445123.38,6.25,51.61199576,50.93590612,47.07103249,33.96527738,29.22445553,90310.94,86397.05,66275.14,22139.93,13359.99,,
7/29/20,148,11115.77128,18446048.38,17446048.38,6.25,51.57992031,50.98388568,47.49687249,34.08313769,29.2676889,90122.49,86670.80,68311.31,22399.13,13426.51,,
7/30/20,135,11135.39073,18446892.13,17446892.13,6.25,51.72195253,51.07147055,48.00104217,34.22804638,29.33392123,90959.04,87172.09,70778.34,22720.72,13528.88,,
7/31/20,153,11338.19734,18447848.38,17447848.38,6.25,51.8299428,50.96649418,48.47491376,34.33981752,29.37476247,91598.72,86571.50,73153.55,22970.97,13592.27,,
8/1/20,137,11797.58213,18448704.63,17448704.63,6.25,52.15054933,50.9237499,49.09376024,34.48009062,29.43920604,93516.45,86327.79,76339.01,23287.77,13692.72,,
8/2/20,141,11094.02068,18449585.88,17449585.88,6.25,52.4152595,50.91502243,49.67256539,34.59476664,29.50391423,95120.95,86278.09,79405.37,23549.04,13794.11,,
8/3/20,162,11236.09568,18450598.38,17450598.38,6.25,52.35850357,50.85591605,50.18289785,34.71856765,29.55413511,94775.31,85942.01,82179.87,23833.39,13873.16,,
8/4/20,145,11202.65191,18451504.63,17451504.63,6.25,52.57714524,51.05088176,50.75453817,34.83366862,29.60045647,96111.66,87054.07,85367.73,24099.92,13946.36,,
8/5/20,129,11721.43847,18452310.88,17452310.88,6.25,52.88245201,51.43654005,51.37385469,34.97634817,29.66561692,97999.77,89283.50,88918.43,24433.20,14049.78,,
8/6/20,156,11769.30911,18453285.88,17453285.88,6.25,52.94640453,51.45671194,51.8591979,35.08392316,29.71181674,98398.55,89401.21,91772.56,24686.61,14123.43,,
8/7/20,152,11598.96906,18454235.88,17454235.88,6.25,52.9370749,51.51726109,52.36742616,35.21665657,29.75422049,98340.31,89755.16,94829.59,25001.83,14191.27,,
8/8/20,142,11743.00864,18455123.38,17455123.38,6.25,53.20974224,51.62416013,53.06623133,35.32168925,29.80501513,100052.61,90382.48,99148.80,25253.26,14272.84,,
8/9/20,156,11680.51737,18456098.38,17456098.38,6.25,53.27446042,51.6735284,53.07328528,35.444069,29.85053288,100462.09,90673.22,99193.09,25548.45,14346.21,,
8/10/20,137,11870.36954,18456954.63,17456954.63,6.25,53.51303268,51.95675234,53.11272697,35.58491052,29.90774064,101981.71,92353.90,99440.99,25891.16,14438.80,,
8/11/20,154,11392.64409,18457917.13,17457917.13,6.25,53.49104561,52.01258898,52.97267368,35.70230416,29.94457357,101840.99,92687.81,98562.68,26179.27,14498.63,,
8/12/20,157,11575.51247,18458898.38,17458898.38,6.25,53.36970522,52.0214052,52.8010284,35.80825112,29.99334196,101066.84,92740.61,97493.70,26441.21,14578.13,,
8/13/20,147,11773.44812,18459817.13,17459817.13,6.25,53.33532033,52.16005317,52.71490488,35.93836561,30.04496698,100848.22,93573.73,96960.42,26765.42,14662.61,,
8/14/20,167,11774.40825,18460860.88,17460860.88,6.25,52.98160592,51.99191216,52.55316144,36.04204708,30.08852564,98618.54,92564.06,95964.43,27025.76,14734.15,,
8/15/20,156,11866.91036,18461835.88,17461835.88,6.25,52.74118098,51.95952076,52.34047302,36.18249756,30.13266831,97122.90,92370.44,94665.70,27381.25,14806.91,,
8/16/20,152,11899.64275,18462785.88,17462785.88,6.25,52.33536808,51.88017511,52.24804986,36.31978751,30.1684459,94634.68,91897.35,94105.20,27731.90,14866.06,,
8/17/20,125,12315.76242,18463567.13,17463567.13,6.25,52.39741481,51.87077789,52.2107917,36.48297082,30.2181732,95012.18,91841.43,93879.92,28152.78,14948.56,,
8/18/20,140,11992.696,18464442.13,17464442.13,6.25,52.29266301,51.89095706,52.11467573,36.60545062,30.28067605,94375.46,91961.53,93300.48,28471.60,15052.70,,
8/19/20,138,11736.84906,18465304.63,17465304.63,6.25,52.33099075,51.88765806,52.08967004,36.77117376,30.33882679,94608.08,91941.89,93150.15,28907.02,15150.05,,
8/20/20,146,11867.52034,18466217.13,17466217.13,6.25,52.08451665,51.89036901,51.95492387,36.91846117,30.38304015,93119.19,91958.03,92342.98,29297.91,15224.36,,
8/21/20,155,11524.69895,18467185.88,17467185.88,6.25,51.95780551,51.8230024,51.81715726,37.04567685,30.42521796,92360.19,91557.51,91522.82,29638.50,15295.49,,
8/22/20,136,11682.28915,18468035.88,17468035.88,6.25,51.96033391,51.95445804,51.74186566,37.19933437,30.4849952,92375.30,92340.20,91076.76,30053.59,15396.70,,
8/23/20,157,11665.60927,18469017.13,17469017.13,6.25,52.01031024,51.8518317,51.62074908,37.32868486,30.53720017,92674.17,91728.76,90362.41,30406.16,15485.47,,
8/24/20,149,11771.40805,18469948.38,17469948.38,6.25,51.93078366,51.80782206,51.52701561,37.45896319,30.5912023,92198.90,91467.43,89812.28,30764.19,15577.67,,
8/25/20,128,11358.45432,18470748.38,17470748.38,6.25,52.28773497,52.02135344,51.56792776,37.63616555,30.64686912,94345.58,92740.30,90052.11,31255.91,15673.12,,
8/26/20,142,11472.04912,18471635.88,17471635.88,6.25,52.37382692,52.00044782,51.52814055,37.8106503,30.6936793,94868.54,92615.13,89818.87,31745.46,15753.70,,
8/27/20,129,11314.67374,18472442.13,17472442.13,6.25,52.56796647,52.12671993,51.52281518,37.97762478,30.75718503,96055.29,93372.95,89787.68,32218.96,15863.49,,
8/28/20,163,11527.88303,18473460.88,17473460.88,6.25,52.39124001,52.02354057,51.49887465,38.15227595,30.80974304,94974.56,92753.40,89647.58,32719.52,15954.75,,
8/29/20,146,11490.76235,18474373.38,17474373.38,6.25,52.26290168,52.03214733,51.51695831,38.31191571,30.86921787,94195.11,92804.97,89753.39,33181.80,16058.47,,
8/30/20,127,11698.97583,18475167.13,17475167.13,6.25,52.57616496,52.24151331,51.54626177,38.50662948,30.94316851,96105.64,94065.65,89925.04,33751.84,16188.10,,
8/31/20,150,11678.34823,18476104.63,17476104.63,6.25,52.42307158,52.32758329,51.46821719,38.68990789,30.99091731,95168.59,94587.39,89468.39,34294.65,16272.18,,
9/1/20,154,11970.36486,18477067.13,17477067.13,6.25,52.27095823,52.38413752,51.41348222,38.86278995,31.04002911,94243.91,94931.31,89149.10,34812.27,16358.99,,
9/2/20,144,11414.52093,18477967.13,17477967.13,6.25,52.48852226,52.46456037,51.44298097,39.03996284,31.10375545,95568.41,95421.90,89321.07,35348.40,16472.11,,
9/3/20,129,10261.49441,18478773.38,17478773.38,6.25,52.68343839,52.67136611,51.63797552,39.24411038,31.15993787,96766.08,96691.60,90463.77,35973.31,16572.30,,
9/4/20,135,10471.96641,18479617.13,17479617.13,6.25,52.61362728,52.7888248,51.87744022,39.44250338,31.22983668,96335.92,97418.01,91881.07,36588.01,16697.54,,
9/5/20,141,10128.64359,18480498.38,17480498.38,6.25,52.79754861,52.91299957,51.9504015,39.62125262,31.29241927,97472.11,98190.11,92315.98,37148.13,16810.23,,
9/6/20,150,10253.2999,18481435.88,17481435.88,6.25,52.82464508,52.92192804,52.00019349,39.7601499,31.34531536,97640.30,98245.79,92613.61,37587.50,16905.90,,
9/7/20,175,10367.87835,18482529.63,17482529.63,6.25,52.43038517,52.85831451,51.94469927,39.84220647,31.39984359,95213.21,97849.56,92281.94,37848.78,17004.92,,
9/8/20,155,10108.63545,18483498.38,17483498.38,6.25,52.44525061,52.89772891,51.98281228,40.00496482,31.44783633,95303.94,98094.93,92509.64,38370.80,17092.40,,
9/9/20,149,10223.11141,18484429.63,17484429.63,6.25,52.30487381,52.94317874,52.12700641,40.13810078,31.52074845,94449.53,98378.41,93374.68,38801.55,17225.92,,
9/10/20,158,10334.63073,18485417.13,17485417.13,6.25,52.26027536,52.9096207,52.14965488,40.26326982,31.58987587,94179.21,98169.05,93511.06,39209.61,17353.18,,
9/11/20,138,10387.02074,18486279.63,17486279.63,6.25,52.48951245,52.96707452,52.23119792,40.406372,31.65545365,95574.47,98527.68,94003.26,39679.82,17474.52,,
9/12/20,170,10436.97783,18487342.13,17487342.13,6.25,52.21855737,52.81215447,52.23437159,40.50146866,31.69779449,93926.84,97562.74,94022.45,39994.47,17553.18,,
